,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
2828,Radical Being: An Intro to ISHTA Yoga with Deepak Chopra,"Yoga, Pranayama & Meditation with Deepak Chopra and renowned ISHTA co-founders Alan & Sarah Finger",https://udemy-images.udemy.com/course/480x270/1457336_628c.jpg,GrapeVine Productions,/radical-being-an-introduction-to-ishta-yoga/,$199.99,Health & Fitness,276,Yoga,230,4.7
2829,Beginner Canon Digital SLR (DSLR) Photography,Learn how to use your camera intuitively. Learn through doing rather than memorizing.,https://udemy-images.udemy.com/course/480x270/291860_7947_3.jpg,JP Teaches Photo .,/beginner-canon-digital-slr-dslr-photography-class-jp/,$19.99,Photography,273,Digital Photography,370,4.6
2830,Learn HTML and CSS together for Beginners,Learn how to make websites using HTML and CSS  This course is for beginners step by step to create a completed website,https://udemy-images.udemy.com/course/480x270/1155920_76b8.jpg,Laurence Svekis,/learn-html-css-website/,$199.99,Design,269,Web Design,6,4.28
2831,Stretch and Mobility: Fundamental Guide to Mobility Training,Improve your flexibility and posture & increase your joint range of motion - Exercises for full body & shoulder specific,https://udemy-images.udemy.com/course/480x270/1514094_1325_7.jpg,Allen Wildes,/fundamental-stretch-and-mobility/,$29.99,Health & Fitness,276,Fitness,222,4.85
2832,"SAP HANA Implementation, Modeling and Reporting Course",Learn how to build a Real Time Platform using SAP HANA the best selling product in the history of SAP.,https://udemy-images.udemy.com/course/480x270/428316_22c2_4.jpg,Junaid Ahmed,/sap-hana-sp09-implementation-modeling-and-reporting-course/,$199.99,IT & Software,294,Other,140,4.06
2833,The 30 in 45 Weight Loss & Body Transformation Program,How I Lost 30 Lbs in 45 Days & How You Can Too,https://udemy-images.udemy.com/course/480x270/1174060_da51_3.jpg,Anthony Robinson,/the-30-in-45-weight-loss-body-transformation-program/,$144.99,Health & Fitness,276,Dieting,234,4.41
2834,Soft Skills You Need to Be Successful at the Office,"How to: gain power, write emails, persuade, resolve conflicts, get promoted, negotiate, relieve stress, and communicate",https://udemy-images.udemy.com/course/480x270/1382426_85b8_3.jpg,Dekker Fraser & Associates,/soft-skills/,$24.99,Personal Development,296,Career Development,150,4.3
2835,Stock Option Day Trading with Chart Pattern Trading Tools,Level 2. 10% in 10 Minutes. Secret Proven Stock Options Strategies & Systems Revealed using Chart Pattern Trading,https://udemy-images.udemy.com/course/480x270/434774_b707_2.jpg,Scott Paton,/trading-stock-options-ii-simplified-strategies-for-success/,$194.99,Business,268,Finance,24,4.25
2836,Salary Negotiation - Master Your Salary Negotiation Skills,Learn Salary Negotiation Strategies and Master the Art of Negotiating Your Salary to Maximize Your Compensation,https://udemy-images.udemy.com/course/480x270/1489734_0334.jpg,Tyler Custis,/salary-negotiation/,$59.99,Business,268,Other,60,4.45
2837,Competition Analysis course for new digital marketers,Competition Analysis masterclass,https://udemy-images.udemy.com/course/480x270/1362834_63f5_3.jpg,Ali Chaus,/know-the-hidden-secrets-of-your-competitors/,$19.99,Marketing,290,Digital Marketing,62,4.56
2838,A beginner's journey to Computers and Python,How does a computer work? How do I program with Python? Find out now by taking this unrushed course!,https://udemy-images.udemy.com/course/480x270/1409304_7e76.jpg,Benjamin Jack Laubacher,/a-beginners-journey-to-computers-and-python/,$19.99,Development,288,Programming Languages,12,4.84
2839,A Modern Day Guide To Stop Procrastinating,The simple and effective method to eliminating procrastination,https://udemy-images.udemy.com/course/480x270/706234_16c9_2.jpg,Sandor Kiss,/a-modern-day-guide-to-stop-procrastinating/,$149.99,Personal Development,296,Productivity,144,4.34
2840,CPA Marketing Ninja - Immediate Results!,New Revolutionary CPA Solutions,https://udemy-images.udemy.com/course/480x270/1409302_2b1b.jpg,Bryan Guerra,/cpa-marketing-ninja-immediate-results/,$199.99,Business,268,Entrepreneurship,26,3.96
2841,How To Build A Converting Landing Page From Scratch ,The complete step-by-step guide to build landing pages that convert at 50% instantly,https://udemy-images.udemy.com/course/480x270/683374_732c_3.jpg,Sandor Kiss,/how-to-build-a-converting-landing-page-from-scratch/,$199.99,Marketing,290,Digital Marketing,62,4.28
2842,Facebook Marketing: How To Improve Your Fan Page Performance,Quick and easy way to reach more people with Facebook Page Insights.,https://udemy-images.udemy.com/course/480x270/679488_1ce2_3.jpg,Sandor Kiss,/facebook-marketing-how-to-improve-your-fan-page-performance/,$199.99,Marketing,290,Social Media Marketing,66,4.16
2843,Stress Management Techniques: How to Reduce Stress Naturally,How to deal with Stress  - Relaxation Techniques to Relieve Stress and Relax the Body and Mind - A Stress Relief System,https://udemy-images.udemy.com/course/480x270/670658_9789_4.jpg,Ken Wells,/stress-management-a/,$174.99,Personal Development,296,Stress Management,170,4.16
2844,Unreal Engine 4: Easy VR for Arch Viz with UE4,Use Unreal Engine 4 (free) to turn your 3d projects into a real time / virtual reality project in just a couple hours.,https://udemy-images.udemy.com/course/480x270/574186_1b98.jpg,Adam Zollinger,/3ds-max-unreal-engine-4-easy-real-time-for-arch-viz/,$54.99,Design,269,3D & Animation,120,4.26
2845,Mastering Core ML for iOS,Build Amazing Machine Learnings iOS Apps,https://udemy-images.udemy.com/course/480x270/1333416_aaaf_6.jpg,Mohammad Azam,/mastering-core-ml-for-ios/,$194.99,Development,288,Mobile Apps,10,4.7
2846,Time Hacking - Time management personal development strategy,How to extend your time without working more.,https://udemy-images.udemy.com/course/480x270/1461666_56ed.jpg,Marcin Stasko,/time-hacking-time-management-strategies/,$99.99,Business,268,Management,30,4.66
2847,Law of Attraction Mastery For Success & Transformation,"Create success , health , & happiness through Law of Attraction . Transform yourself through the power of thinking.",https://udemy-images.udemy.com/course/480x270/1493116_3b47_5.jpg,Sunny Sharma,/law-of-attraction-for-success-personal-transformation/,$119.99,Personal Development,296,Personal Transformation,142,4.52
2848,Starting 2D Game Development in Unity with C#,Begin your Game Development Journey,https://udemy-images.udemy.com/course/480x270/831096_a928_5.jpg,Neil North,/2d-game-development-unity/,$79.99,Development,288,Game Development,14,4.26
2849,Get High Quality Royalty Free Images For Your Website & Blog,In this complete course for beginners students will learn how get unlimited Royalty Free Images for their website & blog,https://udemy-images.udemy.com/course/480x270/909944_e81c_3.jpg,Joe Parys,/royaltyfreeimages/,$199.99,Photography,273,Photography Tools,198,4.12
2850,Self Confidence & Assertiveness Training,Master Self-Confidence and Assertiveness,https://udemy-images.udemy.com/course/480x270/790624_ff18_5.jpg,Libby Seery - Founder of Renaissance Life Therapies,/self-confidence-reap-the-benefits-of-self-confidence/,$199.99,Personal Development,296,Personal Transformation,142,4.68
2851,Writing a Script for Animation in Adobe Story,Learn How to Come Up With A Great Story And Turn It Into A Script In Professional Format,https://udemy-images.udemy.com/course/480x270/1165416_07d4.jpg,2D Animation 101 Courses,/writing-a-script-for-animation-in-adobe-story/,$49.99,Design,269,3D & Animation,120,4.42
2852,Build a Six-Figure Online Business Selling Online Courses,"Learn my exact steps of creating and turning your online courses into a 6-figure, full-time online business",https://udemy-images.udemy.com/course/480x270/1035002_f38e_5.jpg,Eli Natoli,/create-and-sell-your-own-online-course/,$94.99,Business,268,Entrepreneurship,26,4.73
2853,Chris Bryant's CCNA Practice Exam Pack #2,Sharpen your CCNA skills for ultimate exam success with this exclusive CCNA practice exam pack from Chris Bryant!,https://udemy-images.udemy.com/course/480x270/1356380_1cc6.jpg,Chris Bryant,/chris-bryants-ccna-practice-exam-set-2/,$19.99,IT & Software,294,IT Certification,132,3.86
2854,About Life Coaching & Life Coach Training,Learn basics of how to become a life coach from one who has been doing it for 15+ years  - coaching and mentoring many.,https://udemy-images.udemy.com/course/480x270/44897_8155_5.jpg,Maia Berens,/life-coach-training/,$149.99,Teacher Training,277,Teaching Tools,250,4.5
2855,Excel Macros/VBA: Create 4 Real World Projects from Scratch,Learn to solve any problem with Excel by watching me do it in real time. Experience full and uncut problem solving!,https://udemy-images.udemy.com/course/480x270/1280718_d924_5.jpg,Think Forward Online Training,/excel-macros-create-4-real-world-projects-from-scratch/,$129.99,Office Productivity,292,Microsoft,96,4.14
2856,Building Websites JavaScript and the DOM,"Learn how to create interactive, dynamic effects on your website with JavaScript using the DOM",https://udemy-images.udemy.com/course/480x270/963412_728a.jpg,Laurence Svekis,/building-websites-learn-javascript-and-the-dom/,$119.99,Development,288,Web Development,8,4.19
2857,Python Programming Tutorial: Learn Online | MongoDB | Django,?NOTICE?CANADA? CANADIAN STUDENTS NEED TO CONTACT THE INSTRUCTOR BEFORE SUBSCRIBING IN ORDER TO COMPLY CANADIAN LAW,https://udemy-images.udemy.com/course/480x270/264454_e3a4_8.jpg,"Alper ZEYTÜNLÜ, M.Sc.",/learn-programming-quick-with-python-by-examples/,$199.99,IT & Software,294,Other,140,4.06
2858,Machine Learning  & Tensorflow - Google Cloud Approach,Tensors and TensorFlow,https://udemy-images.udemy.com/course/480x270/1594160_55a7_2.jpg,Notez (Rent a Mind),/hands-on-machine-learning-google-cloud-approach/,$44.99,IT & Software,294,Other,140,4.9
2859,PostgreSQL:  Advanced SQL Queries and Data Analysis,Learn Practical Hands-on  Advanced PostgreSQL Queries and Data Analysis,https://udemy-images.udemy.com/course/480x270/1447304_5bc3_3.jpg,Bluelime Learning Solutions,/postgresql-advanced-sql-queries-and-data-analysis/,$124.99,Development,288,Databases,16,3.75
2860,Learn How To Read Music From Beginner To Intermediate,In this complete online video course students will learn from scratch how to read music from beginner to intermediate,https://udemy-images.udemy.com/course/480x270/1023832_e351_3.jpg,Matthew Carano,/learn-how-to-read-music-from-beginner-to-intermediate/,$199.99,Music,278,Music Fundamentals,300,4.55
2861,Office 365: Excel Beginner to Advanced,"Learn fast all the great features that will advance your career.  Charts, Flash Fill, Auto Fill and so much more!",https://udemy-images.udemy.com/course/480x270/1434734_7938_2.jpg,Tim Wright,/office_365_excel/,$104.99,Business,268,Data & Analytics,44,4.58
2862,JavaScript 2017: Become Top Rated Web Developer,Start learning JavaScript today to build websites in professional way!,https://udemy-images.udemy.com/course/480x270/1199774_5608_4.jpg,AS Learning,/become-professional-javascript-developer/,$114.99,Development,288,Web Development,8,4.84
2863,Camtasia Mastery for Camtasia 9 - Create your best videos,Camtasia 9 from installation to video production. Everything from Audio to Zoom. Learn how to make great looking videos.,https://udemy-images.udemy.com/course/480x270/1060218_f9ea.jpg,Ron Hogue,/camtasia-mastery-for-camtasia-9/,$194.99,Teacher Training,277,Teaching Tools,250,4.74
2864,Affiliate Marketing 101: The Basics of Affiliate Marketing,Affiliate marketing is one of the best ways to monetize existing or new content and traffic sources.,https://udemy-images.udemy.com/course/480x270/1345584_057f.jpg,Zac Johnson,/affiliate-marketing-tips/,$194.99,Marketing,290,Affiliate Marketing,88,4.36
2865,Online Course Creation: Complete Course of Blunders to Avoid,"Learn from These Online Course Creation Mistakes, Misjudgments and Errors",https://udemy-images.udemy.com/course/480x270/1548756_6487_3.jpg,TJ Walker,/online-course-creation-complete-course-of-blunders-to-avoid/,$19.99,Business,268,Entrepreneurship,26,4.78
2866,Going Freelance: Build a Successful Business Anywhere!,"Ignite your inner digital nomad, become a freelancer, travel and work from anywhere in the world.",https://udemy-images.udemy.com/course/480x270/1521460_f8a3_2.jpg,Nader Nadernejad,/gofreelance/,$199.99,Business,268,Entrepreneurship,26,4.61
2867,Videoscribe : Master Whiteboard Animation From Zero To Hero,Create Whiteboard Animation Explainer Videos in Sparkol VideoScribe with the help of Inkscape & HandBrake (VideoScribe),https://udemy-images.udemy.com/course/480x270/995844_dca0_3.jpg,Maggie Osama,/boost-marketing-drive-sales-using-animation-zero-design/,$99.99,Marketing,290,Digital Marketing,62,4.64
2868,Facebook Social Media Sales Success,"How to Use Social Sites, like Facebook, Twitter and LinkedIn, to Grow Your Business",https://udemy-images.udemy.com/course/480x270/812428_a303.jpg,Scott Paton,/facebook-social-media/,$194.99,Marketing,290,Social Media Marketing,66,4.07
2869,Email Inboxing - Get Your Email Delivered To Inbox Always,Secret to getting your Email into recipient Inbox all the time. How to avoid Spam. Do it yourself Inboxing,https://udemy-images.udemy.com/course/480x270/1510354_a0de_2.jpg,Winston Wee,/email-inboxing-get-your-email-delivered-to-inbox-always/,$49.99,Marketing,290,Digital Marketing,62,4.36
2870,JavaScript Basics Web Development Building Blocks,JavaScript Course for everyone who wants to learn more about using JavaScript Dynamic interactive pages with JavaScript,https://udemy-images.udemy.com/course/480x270/582392_a8f1_2.jpg,Laurence Svekis,/javascript-basics-web-development-building-blocks/,$94.99,Development,288,Web Development,8,4.07
2871,Sachin Quickly Learns (SQL) - Structured Query Language,"Learn ""Structured Query Language"" on MS Access 2007, using Sachin Tendulkar's International Test Cricket Data.",https://udemy-images.udemy.com/course/480x270/153008_fa83_5.jpg,Krishna Kamath,/sachin-quickly-learns-sql/,$19.99,Development,288,Databases,16,4.17
2872,Learn Fundamentals of Digital Marketing,Simplifying Digital Marketing in Layman Language - Digital Marketing Course.,https://udemy-images.udemy.com/course/480x270/1445200_64e7.jpg,Jasmeet Singh,/learn-fundamentals-of-digital-marketing/,$19.99,Marketing,290,Digital Marketing,62,4.06
